stop_id	stop_name
23815	Garlands Rd near Maunsell St
16287	Wairakei Rd near Grahams 
20303	Queenspark Dr near Inwoods Rd
29596	Brougham St near James K Baxter Pl
55014	Broadway Pde near Munro Ln
29111	Selwyn St near Bletsoe Ave
33601	Cobham St near Evesham Cres
26087	Woodend
10504	Cranbrook Ave near Grahams Rd
54169	Taiora/QEII
18469	Wainoni Rd near Shortland St
32758	Defoe Pl
10982	Sir William Pickering Dr (SB)
17102	Memorial Ave near Spitfire Square
39377	Keyes Rd near Rawson St
18430	Wainoni Rd near Pannell Ave
42549	Main Rd near Moncks Bay Ln
20759	Bower Ave
40368	Pages Rd near Waitaki St
46903	Marshland Rd
44725	King St near Andrew 
32743	Ferry Rd near Alport Place
10953	Kilmarnock St near Harakeke 
54176	Ravensdale rise near Cumbria Lane
55022	Broadway Pde near Munro Ln
26056	Oram Ave near Rodney St
11805	Centaurus Rd near Sloan Tce
29565	Selwyn St near Bolton Ave
42531	Nayland St near Stoke 
20763	Bower Ave near Castletown Pl
38034	Halswell Rd
39365	Keyes Rd near Lonsdale St
40352	Pages Rd near Kearneys 
16260	Wairakei Rd near Idris 
54182	Ravensdale Rise at Park
11814	Lyttelton St near Glue Pl
55033	Faringdon Blvd near Ledbury Dr
10969	Roydvale Ave near Sir William Pickering Dr
29577	Antigua St near Fairfield Ave
18448	Wainoni Rd near Bexley 
32736	Soleares Ave near Toledo Pl
26060	Estuary Rd near Beatty St
43058	Maidstone Rd
44385	Ferry Rd near Mackworth St
36760	Hills Rd near Ailsa St
11460	Clarence St near Lyndon 
33250	Moorhouse Ave near Selwyn St
24776	Emmett St near Orcades 
23448	Garlands Rd near Maunsell St
53660	Hereford St (Aspire)
54992	Lady Isaac Dr near Jean Batten Ln
12317	Williams St near Ohoka Rd
51001	Awatea Rd near Carrs 
54512	Main North Rd near Woodend 
51489	The Runway near Kittyhawk Ave
14974	South City (Northbound)
38941	Main South Rd near Garvins 
15825	Main North Rd
37616	Frankleigh St near Alvarez Pl
10137	Kilmarnock St near Harakeke 
24309	Epsom Rd near Carbine Pl
43043	Withells Rd near Westall Ln
46552	Pages Rd near Ottawa 
23453	Radley St near Chichester 
12329	Williams St near Vickery 
50160	Gerald St near Springs Rd
51491	Corsair Dr near Gallagher Cl
15839	Main North Rd near Lees 
38939	Main South Rd near Hanworth Ave
33245	Mathers Rd near Redgrave St
24782	Westminster St near Flockton 
53673	Manchester St near Welles 
54520	Kilmore Street Town Hall
11473	Barrington St near Hammond Pl
37600	Barrington St near Bewdley 
10144	Kedleston Dr near Brockhall Ln
51017	Awatea Rd near Carrs 
42195	Port Hills Rd near Ardtrea Ln
36756	Hills Rd near Acheson Ave
47878	Springs Rd near Blakes 
44363	Wainoni Rd near Portsmouth St
10591	Clyde Rd near Jeffreys 
24753	Kensington Ave near Innes Rd
23424	Garlands Rd near Tanner St
26934	Pages Rd near Rowan Ave
13628	Waimairi Rd near Wentworth St
50173	Lowes Rd near Tennyson St
32387	Fendalton Rd near Jacksons 
53687	Manchester St near Allen 
33232	Rowley Ave near Salmond St
54531	Oxford Street near Winchester 
11441	Rose St near Hoon Hay Rd
36741	Hills Rd near Westminster St
12774	Halswell Rd near Rowley Ave
42182	Opawa Rd near Mary Mclean Pl
51029	Woodham Rd near Avonside Dr
20390	Queenspark Dr near Broadhaven Ave
53205	Hereford St near Montreal 
10116	Kilmarnock St near Deans Ave
38925	Main South Rd near Harvard Ave
26947	Pages Rd near Knightsbridge Ln
24769	Kensington Ave near Innes Rd
43027	Kotare St near Medbury Tce
46534	Rolleston Dr near Othello 
42176	Port Hills Rd near Stedley Pl
23430	Wilsons Rd
15818	Williams St near Coups Tce
10128	Mona Vale Ave near Kilmarnock St
53694	Ravensdale Rise near Woodside Common
13637	Waimairi Rd near Greers 
36739	Innes Rd near Hills 
38918	Main South Rd near Craven St
50187	Gerald St near Springs Rd
53214	Bus Interchange (Intercity stop)
32373	Fendalton Rd near Glandovey 
54549	Acacia Avenue near Maple Pl
51038	Woodham Rd near Patten St
12301	Kaiapoi (Police Station)
12788	Main North Rd near Lagan St
23889	Hargood St near Oban Pl
42169	Port Hills Rd near Horotane Valley 
23407	Garlands Rd near Cumnor Tce
44344	Mairehau Rd near Putake Dr
32360	Burnside High School
24730	Flockton St near Archer 
50194	Aylesbury Rd near Two Chain 
51040	Woodham Rd near Linwood Ave
33213	Mccarthy St near Rowley Ave
33693	Cobham St near Clent Ln
53222	Ferry Rd near Nursery 
54554	Jones Rd near Alston 
38902	Main South Rd near Weaver Pl
11425	Memorial Ave near Hampton Pl
36725	Innes Rd near Mahars 
29182	Daniels Rd near Hannah Pl
43487	Selwyn St Shops
24748	Flockton St near Carrick 
43004	Main South Rd near Bowman Pl
42153	Martindales Rd near Station 
23411	Wilsons Rd near Beckford 
13616	Grahams Rd near Powell Cres
36718	Innes Rd near Mahars 
32356	Ferry Rd near Aldwins 
51055	Woodham Rd near Brittan St
53233	Ferry Rd near Lancaster St
54565	Jones Rd near Alston 
23891	Colombo St near Walton 
46990	Rocking Horse Rd near Plover St
10100	Kahu Rd near Titoki St
12761	Papanui Rd near Holly 
29195	Daniels Rd
20357	Fitzgerald Ave near Alexandra St
46988	Supa Centa Terminus
47832	Warrington St near Woodville 
19369	Harewood Rd near Cotswold Ave
42148	Port Hills Rd near Castleview Ln
21683	North Shore
43473	Lincoln Rd near Sylvan St
23862	Radley St near Cumnor Tce
24711	Springs Rd near Sioux Ave
51064	Woodham Rd near Tancred St
14919	Gilberthorpes Rd near Gregory Ave
53246	Tuam St near Duke 
54577	Acacia Avenue
11880	Cashmere Rd
26906	Pages Rd near Fir Tree Ln
42130	Heathcote
18046	Marine Pde near Cygnet St
19376	Colombo St near Purchas 
44794	Bush St near Strachan Pl
23870	Radley St near Tavender 
44316	Burwood Hospital - Mairehau Rd
51072	Woodham Rd near Ngarimu St
24724	Briggs Rd near Innes 
11418	Barrington St near Bewdley 
33664	Coronation St near Selwyn 
53251	Ferry Rd (Ritchies Depot EB)
54583	Acacia Avenue near Hibiscus Grove
54107	Skyhawk Rd near Kittyhawk Avenue
43460	Wairakei Rd near Grahams 
32339	Main North Rd near Lagan St
11898	Riccarton Rd near Balgay St
12742	Papanui Rd near Clare 
10090	Kahu Rd near Tui St
52728	Two Chain Rd near Walkers 
12270	Main North Rd near Woodend Beach 
46048	Woodend
38420	Shirley Rd near Stapletons 
47377	Blenheim Rd near Acheron Dr
36242	Main Rd near St Andrews Hill 
25589	Kirk Rd near Mahoe St
26437	Estuary Rd near Cradock St
28616	St Andrews Hill Rd near Marama Cres
40745	Cavendish Rd near Northcote 
22071	Selwyn St Shops
42916	Opawa Rd near Manatu Ln
18815	Harrow St near Glasgow 
13126	Kendal Ave near Whitby St
15303	Ferry Rd near Catherine St
16633	Wairakei Rd near Todd Ave
54916	Faringdon Blvd near Dynes Road
51404	Dallington
17966	Riccarton Rd near Harakeke St
38892	Main South Rd near Weaver Pl
15792	Williams St near Carew 
40732	Williams St near Carew 
26444	Kippenberger Ave near Devlin 
24268	Cutts Rd near Springhill St
28628	Moorhouse Ave near Orbell St
22085	Coronation St near Selwyn 
52744	Izone Dr
17978	Lincoln Rolleston Rd near Dr
45184	Colombo St near Canon 
18827	Harrow St near Bordesley 
13135	Clyde Rd near Arts 
12289	Main North Rd near Sandhill 
15319	Main North Rd
51415	Dynes Rd near Springston Rolleston 
54928	Kirwee Tavern
10074	Kotare St near Roa Rd
40721	Main North near Loftus St
24234	Emmett St near Jebson 
26416	Union St near Mountbatten 
22059	Cobham St near Clent Ln
33191	Milton St near Selwyn 
38885	Main South Rd near Craven St
53602	Caulfield Ave near Piper St
17945	Lowes Rd near Goulds 
37556	Barrington St near Wychbury 
15763	Ferry Rd near Dyers 
52759	Link Dve
51427	Dynes Rd near Faringdon Blvd
12258	Marshland Rd near Hammersley Ave
54937	Kirwee Tavern
38408	Riccarton Rd near Newnham Tce
16614	Wairakei Rd near Greers 
17950	Masefield Dr near Durrell Wy
12262	Lake Terrace Rd near Oregon Pl
38871	Church Corner
45166	Birchs Rd near Glenwood Dr
37541	Barrington St near Neville 
15771	Ferry Rd near Waterman Pl
28600	Major Hornbrook Rd near Muritai Tce
24247	Amyes Rd near Shands 
29937	Daniels Rd near Rathlin St
36219	Gloucester St near Latimer Square
23392	Sydenham Shops
22063	Cobham St near Evesham Cres
52763	Tennyson St near Moore 
40709	Northcote Rd near Fenchurch St
10088	Kotare St near Kahu Rd
46011	Birchs Rd near Glenwood Dr
18804	Kerrs Rd near Dunarnan St
50586	Birmingham Dr near Halls Pl
50102	Jones Rd near Weedons Ross 
54944	West Melton Primary School
51436	Broadlands Dve near Goulds Rd
16622	Wairakei Rd near Charlcott St
53618	Caulfield Ave near Piper St
11384	Barrington Mall ( St)
25543	Waterloo Rd near Kissel St
29900	Daniels Rd
26877	Rangiora (Ashley St)
24690	Springs Rd near Dufek Cres
50593	Birmingham Dr near Halls Pl
36203	Major Hornbrook Rd near St Andrews Hill 
52771	Broadlands Dr near Goulds Rd
51443	Caulfield Ave & Gosling Cres
38863	Main South Rd near English St
15744	Ferry Rd near Palinurus 
39710	Shirley Rd near Slater St
53625	Richmond Ave near Kruger 
14413	Colombo St near Salisbury 
12236	Main North Rd
54959	Faringdon Boulevard near Broomfield Dr
17921	Fendalton Rd near Mona Vale Ave
37539	Whiteleigh Ave near Troup Dr
13573	Withells Rd near Avonhead 
10061	Kotare St near Medbury Tce
24223	Emmett St
33162	Milton St near Antrim 
29916	Daniels Rd near Mottram St
23371	Colombo St near Lawson 
54963	Springston - Rolleston Road near Geldard Dr
52785	Dynes Rd near Faringdon Blvd
26883	Kippenberger Ave near East Belt
11397	Hoon Hay Rd near Blakiston St
47320	Town Hall
12243	Marshland Rd near Joy St
44290	Smith St near Cass 
15759	Ferry Rd near Alport Pl
53639	Richmond Ave near Kruger 
16605	Strowan Rd near Normans 
17932	Riccarton Rd near Bartlett St
39706	Merivale Mall
38859	Main South Rd near Curletts 
44288	Ashley St near River Rd
24674	Masham Rd near Rosella St
25527	Waterloo Rd
37518	Lyttelton St
17909	Tennyson St near Michelangelo Dr
52792	Dynes Rd near Springston Rolleston 
33158	Mathers Rd near Waters St
15728	Linwood Ave near Tilford St
54971	Springston - Rolleston Road near Ed Hillary Dr
53641	Knights Stream Park
13541	Withells Rd near Westall Ln
12695	Halswell Rd near Hendersons 
12215	Kaiapoi (McDonalds)
36668	Main North Rd near Meadow St
42097	Port Hills Rd near Vega Pl
37980	Main North Rd near Cranford St
32292	Main North Rd near Spencerville 
24688	Carmen Rd near Steadman 
51470	The Runway near Dalwood Dve
14409	Park Tce near Bealey Ave
50141	Lowes Rd near Rembrandt Dr
54985	Lady Isaac Dr near Jean Batten Ln
33143	Mathers Rd near Waters St
17913	Lowes Rd near Goulds 
44274	Williams St near Cass 
53656	Hereford St (Aspire)
15737	Ferry Rd near Settlers Cres
11378	Barrington Mall ( St)
54508	Halkett Rd near Rossington Dr
13556	Withells Rd near Merrin St
38837	Church Corner
12227	Williams St near Courtenay Drive
17564	Commodore Hotel
43851	Gloucester St near Stanmore Rd
37174	Woodham Rd near Carnarvon St
15388	Main North Rd near Factory 
38023	Halswell Rd
39354	Rookwood Ave near Marriotts Rd
18891	Hardy St near Beresford 
20737	Queenspark Dr near Bower Ave
44702	Main North Rd near Holland Dr
54078	Innes Road near Severn Street
50950	Pegasus Blvd near Whakatipu St
32727	Soleares Ave near Cadiz Ln
19746	Edgeware Village
10930	Grahams Rd near Powell Cres
37161	Cranford St near Cornwall 
38010	Halswell Rd near Milns 
38496	Barbadoes St near Edward Ave
19751	Aylsham Ln near Regents Park Dr
40334	Pages Rd near Buckleys 
42512	Buchanans Rd near Vanguard Dr
54084	Corsair Drive
26041	Union St near Mountbatten 
29554	Brougham St near Kipling 
10948	Carlton Mill Rd near Hewitts 
32715	Mccormacks Bay Rd near Soleares Ave
39349	New Brighton Rd near Kingsford St
15361	Belfast
19722	Airport/Antarctic Centre
38483	Warrington St Shops
39331	New Brighton Rd near Queensbury St
13188	Cranbrook Ave near Grahams Rd
18870	Wainoni Rd near Hampshire St
37157	Waimairi Rd near Bowen St
10907	Teesdale St near Tay 
42508	Main Rd near Mulgans Trk
40323	Stanmore Rd near Trinity Ln
54097	Skyhawk near Kittyhawk Avenue
26492	Estuary Rd
10911	Grahams Rd near Powell Cres
38006	Halswell Rd near Lillian St
32704	Waltham Rd near Austin St
51824	Christchurch Hospital Main Stop EB
42971	Brougham St near Brisbane 
39320	New Brighton Rd near Queensbury St
37142	Frankleigh St
40310	Southern Park and Ride (South Belt)
15374	Belfast-Factory Rd
38477	Barbadoes St near Edward Ave
13190	Kendal Ave near Charlcott St
10924	Teesdale St near Deepdale 
29531	Cranford St near Main North Rd
51830	Moorhouse Slip Nth near Colombo St
50984	Mairehau Rd ( Spinal Unit)
18889	Beresford St
40784	Hussey Rd
15342	Supa Centa
38465	Warrington St Shops 
37135	Main Nth Rd near Loftus St
24299	Russley Rd near Dinton St
42963	Cranford St near Berwick 
40306	Pages Rd near Ottawa 
26471	Oram Ave near Hood St
29985	Daniels Rd near Inca Pl
16679	Sawyers Arms Rd near Cotswold Ave
19705	Purchas St near Colombo 
50997	Mairehau Rd (Spinal Unit)
18862	Buckleys Rd and Dacre St
14024	Gloucester St near Fitzgerald Ave
13174	Cranbrook Ave near Glencoe St
38454	Edgeware Rd near Caledonian 
42959	Brougham St near Waltham Rd
29992	Redwood
26485	Pages Rd near Waitaki St
26002	Woodend Rd near Greenwood Cl
17538	Memorial Ave near Avice Hill Reserve
52700	Link Dve
37126	Harewood Rd near Wilmot St
15357	Main North Rd near Belfast 
46076	Mandeville St
39308	Travis Rd near Blue Gum Pl
19714	Airport/Antarctic Centre
12291	Main North Rd near Kaiapoi Golf Club
37594	Whiteleigh Ave near Jack Hinton Dr
16651	Gardiners Rd near St Ives 
13142	Clyde Rd near Fendalton 
40766	O'Neill Ave near Beechwood Dr
26459	Pages Rd near Shortland St
28637	Fitzgerald Ave near Avonside Dr
42944	Stanmore Rd near Lychgate Cl
22092	Halswell Rd and Nash 
29963	Grimseys Rd near Mulberry Pl
24275	Cutts Rd near Delaware Cres
38449	Springfield Rd near Pitt Pl
52716	Izone Dr
50538	Rolleston (Kidman St)
40750	Norwich Qy near Dublin St
38431	Edgeware Rd near Bishop St
28644	Moorhouse Ave near Slip S
42937	Opawa Rd near Brabourne St
42928	Wairakei Rd near Pitcairn Cres
29971	Grimseys Rd near Prestons 
54900	Ledbury Drive near Rangatira St
13157	Woodbury St near Glenharrow Ave
18843	Wainoni Rd near Pannell Ave
17997	Rolleston Dr near Lincoln Rd
